1271725200,8.510407746,1.92602899
1271726200,2.385701618,1.779275165
1271727200,4.217837378,2.028972784
1271728200,1.005950105,3.556829774
1271729200,1.12442113,1.121437286
1271730200,1.513756257,3.75059835
1271731200,8.608341236,0.3321512424
1271732200,1.834997753,0.2934349534
1271733200,7.060006761,2.718818585
1271734200,6.06662157,8.101462156
1271735200,5.364593207,2.62921842
1271736200,1.559354447,1.652326629
1271737200,2.575815637,1.003080178
1271738200,4.238823071,4.387618414
1271739200,2.156116478,0.6807216696
1271740200,4.982602255,2.954379258
1271741200,0.3639325838,0.5030148958
1271742200,4.215996008,3.663155642
1271743200,1.56694164,1.011396009
1271744200,0.698359804,1.57847085
1271745200,1.699050255,3.494344638
1271746200,3.898656825,2.870761082
1271747200,0.5522849985,0.4280272202
1271748200,0.254767212,1.918033551
1271749200,5.460485157,0.328937411
1271750200,0.69097805,2.605289318
1271751200,4.757257526,0.3469070968
1271752200,0.5626322031,0.7585054585
1271753200,2.650629809,2.947228781
1271754200,4.826320651,4.228092371
1271755200,4.56436755,0.3685703008
1271756200,9.154844961,3.165146984
1271757200,0.9829396353,4.818865722
1271758200,1.400888267,1.041994109
1271759200,0.6444443194,2.229743688
1271760200,1.34592413,1.934357748
1271761200,4.537845343,1.877292358
1271762200,1.205990598,5.232907415
1271763200,0.2031876321,0.1910460501
1271764200,4.948224416,4.826084899
1271765200,0.4504528305,5.516450762
1271766200,5.557736291,0.8788751582
1271767200,4.334448985,1.834101056
1271768200,4.804038089,0.245125576
1271769200,3.583422114,0.6899778777
1271770200,5.95978878,7.710129665
1271771200,3.751213361,2.829448893
1271772200,4.19310505,0.322091222
1271773200,5.477431403,0.04276522017
1271774200,1.791785234,5.966896244
1271775200,9.408817174,3.384276774
1271776200,0.1961582186,4.832302052
1271777200,6.499059423,4.676617021
1271778200,1.209766046,0.2309372473
1271779200,0.3768222581,3.403947374
1271780200,0.3583639883,0.647281864
1271781200,5.268603724,1.263208274
1271782200,0.4136194435,2.465729598
1271783200,4.127314581,2.416840965
1271784200,0.7541818951,0.7896360918
1271785200,1.17637303,4.612384253
1271786200,2.148890256,0.7878132134
1271787200,3.837826951,2.499167443
1271788200,3.911741923,4.24997947
1271789200,6.678740889,0.7329917791
1271790200,1.307290825,6.549939093
1271791200,1.849530849,4.207864371
1271792200,2.497592482,2.169486485
1271793200,0.5998680535,4.526487686
1271794200,0.1626516566,2.947281701
1271795200,2.216271258,5.898188437
1271796200,3.785980013,2.117464647
1271797200,0.01772489959,0.4627175338
1271798200,0.8356199789,5.837145908
1271799200,3.94747739,2.260755557
1271800200,3.334784323,1.698421933
1271801200,0.2184195076,5.428773421
1271802200,0.769930116,0.3183594187
1271803200,3.20325926,0.001984251925
1271804200,0.1458876208,0.5610652625
1271805200,1.263482961,3.050177955
1271806200,1.276311799,2.082991674
1271807200,1.328551411,0.3340630172
1271808200,0.5212639933,2.170277049
1271809200,2.66412405,1.271226162
1271810200,0.712037792,0.08962397302
1271811200,2.868756813,3.665878248
